Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Age,Item_Price_Per_Visibility
FDS16,15.15,Regular,0.066279832,Frozen Foods,147.876,OUT049,1999,Medium,Tier 1,Supermarket Type1,4540.756,25,2227.724830638318
FDT15,12.15,Regular,0.042681522,Meat,184.295,OUT046,1997,Small,Tier 1,Supermarket Type1,2014.045,27,4307.817753655421
FDL32,15.7,Regular,0.0,Fruits and Vegetables,112.4544,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984,37,1124544.0
FDB39,11.6,Low Fat,0.038736838,Dairy,55.8272,OUT017,2007,Small,Tier 2,Supermarket Type1,1454.1072,17,1437.4805693501617
FDX40,12.85,Low Fat,0.098910759,Frozen Foods,37.6164,OUT013,1987,High,Tier 3,Supermarket Type1,308.9312,37,379.9223476309276
DRD13,15.0,Low Fat,0.049178998,Soft Drinks,65.6168,OUT045,2002,Small,Tier 2,Supermarket Type1,639.168,22,1331.5368141210986
FDZ43,11.0,Regular,0.057011062,Fruits and Vegetables,241.9512,OUT013,1987,High,Tier 3,Supermarket Type1,2908.2144,37,4236.503253958051
DRM59,5.88,Low Fat,0.003589104,Hard Drinks,155.5998,OUT013,1987,High,Tier 3,Supermarket Type1,1691.7978,37,42178.209126118425
NCZ18,7.825,Low Fat,0.0,Household,253.4698,OUT017,2007,Small,Tier 2,Supermarket Type1,6849.0846,17,2534698.0
FDH52,12.867061281337046,Regular,0.043690499,Frozen Foods,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432,39,1375.1704450775953
FDM25,10.695,Regular,0.10154201,Breakfast,173.7712,OUT010,1998,Small,Tier 3,Grocery Store,175.7712,26,1709.6395476634118
NCP05,13.14231395348837,Low Fat,0.025164132,Health and Hygiene,152.6024,OUT027,1985,Medium,Tier 3,Supermarket Type3,6072.096,39,6040.278763584674
FDY38,13.6,Regular,0.119077255,Dairy,231.23,OUT013,1987,High,Tier 3,Supermarket Type1,2330.3,37,1940.2192138088762
FDO37,8.06,Low Fat,0.021497594,Breakfast,230.3326,OUT017,2007,Small,Tier 2,Supermarket Type1,1386.1956,17,10664.734229192383
FDV49,12.305705009276435,Low Fat,0.025702129,Canned,262.6226,OUT027,1985,Medium,Tier 3,Supermarket Type3,7136.7102,39,10178.330633103957
NCP02,7.105,Low Fat,0.075000682,Household,61.0562,OUT010,1998,Small,Tier 3,Grocery Store,296.281,26,812.9912854852636
NCJ19,18.6,Low Fat,0.118419683,Others,58.3588,OUT045,2002,Small,Tier 2,Supermarket Type1,1545.9876,22,492.3975370403244
FDW44,9.5,Regular,0.035151215,Fruits and Vegetables,171.8448,OUT046,1997,Small,Tier 1,Supermarket Type1,2556.672,27,4874.861760084013
FDU56,16.85,Low Fat,0.044414056,Fruits and Vegetables,182.4266,OUT046,1997,Small,Tier 1,Supermarket Type1,2028.6926,27,4098.179685086437
FDZ58,17.85,Low Fat,0.052471995,Snack Foods,123.7072,OUT017,2007,Small,Tier 2,Supermarket Type1,2450.144,17,2353.1007335749764
FDZ15,13.1,Low Fat,0.020853376,Dairy,117.4782,OUT013,1987,High,Tier 3,Supermarket Type1,1906.8512,37,5606.647826106877
NCI06,11.3,Low Fat,0.047791878,Household,180.766,OUT049,1999,Medium,Tier 1,Supermarket Type1,5033.448,25,3774.4604627949643
FDD36,13.3,Low Fat,0.02136022,Baking Goods,120.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,1777.686,15,5610.9583219556935
FDD56,15.2,Regular,0.103988736,Fruits and Vegetables,177.0054,OUT045,2002,Small,Tier 2,Supermarket Type1,3677.2134,22,1700.5240605477236
FDX27,20.7,Regular,0.114581955,Dairy,94.3436,OUT018,2009,Medium,Tier 3,Supermarket Type2,945.436,15,822.6542702380683
FDG50,7.405,Low Fat,0.02556185,Canned,89.7146,OUT010,1998,Small,Tier 3,Grocery Store,182.4292,26,3496.0300991549716
FDU36,6.15,Low Fat,0.046459438,Baking Goods,100.5384,OUT018,2009,Medium,Tier 3,Supermarket Type2,1675.1528,15,2159.35596129833
FDJ15,11.35,Regular,0.023322478,Dairy,182.5608,OUT046,1997,Small,Tier 1,Supermarket Type1,3307.6944,27,7794.256440330523
FDG32,19.85,Low Fat,0.175962247,Fruits and Vegetables,223.0772,OUT035,2004,Small,Tier 2,Supermarket Type1,1779.0176,20,1267.035970522403
FDV15,12.81734421364985,Low Fat,0.255929096,Meat,103.3648,OUT019,1985,Small,Tier 1,Grocery Store,311.5944,39,403.7228643731961
FDS28,8.18,Regular,0.082333019,Frozen Foods,58.1588,OUT013,1987,High,Tier 3,Supermarket Type1,343.5528,37,705.5279632546274
FDU23,12.15,Low Fat,0.021757269,Breads,165.0184,OUT049,1999,Medium,Tier 1,Supermarket Type1,3302.368,25,7549.817866083819
DRI03,6.03,Low Fat,0.0226994,Dairy,176.4028,OUT035,2004,Small,Tier 2,Supermarket Type1,4250.4672,20,7737.168521978649
FDH28,15.85,Regular,0.110653377,Frozen Foods,36.9506,OUT017,2007,Small,Tier 2,Supermarket Type1,759.012,17,333.6295560540786
FDP16,18.6,Low Fat,0.065771529,Frozen Foods,245.7802,OUT010,1998,Small,Tier 3,Grocery Store,245.6802,26,3731.2053284811414
NCQ29,12.0,Low Fat,0.0,Health and Hygiene,262.3278,OUT017,2007,Small,Tier 2,Supermarket Type1,1561.9668,17,2623278.0
NCH30,17.1,Low Fat,0.0,Household,114.686,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.232,15,1146860.0
FDU31,10.5,Regular,0.024991056,Fruits and Vegetables,217.9508,OUT046,1997,Small,Tier 1,Supermarket Type1,2821.6604,27,8686.394068069514
FDF04,17.5,Low Fat,0.013658248,Frozen Foods,256.3304,OUT049,1999,Medium,Tier 1,Supermarket Type1,6199.9296,25,18631.0349980608
FDZ20,16.1,Low Fat,0.034278413,Fruits and Vegetables,255.2356,OUT013,1987,High,Tier 3,Supermarket Type1,6867.0612,37,7424.298498013854
NCK05,20.1,Low Fat,0.0,Health and Hygiene,61.3536,OUT010,1998,Small,Tier 3,Grocery Store,183.7608,26,613536.0
FDV23,11.346936274509805,Low Fat,0.185306514,Breads,125.6046,OUT019,1985,Small,Tier 1,Grocery Store,622.523,39,677.45516212014
FDA07,7.55,Regular,0.051794958,Fruits and Vegetables,122.6072,OUT010,1998,Small,Tier 3,Grocery Store,122.5072,26,2362.603318804112
FDL03,19.25,Regular,0.027058066,Meat,194.811,OUT013,1987,High,Tier 3,Supermarket Type1,2749.754,37,7173.228019992293
FDX04,19.6,Regular,0.041740902,Frozen Foods,49.2376,OUT018,2009,Medium,Tier 3,Supermarket Type2,958.752,15,1176.781513935813
FDV19,14.85,Regular,0.035400659,Fruits and Vegetables,161.9578,OUT018,2009,Medium,Tier 3,Supermarket Type2,1444.1202,15,4562.106861171224
FDP22,14.65,Regular,0.099535996,Snack Foods,52.2666,OUT018,2009,Medium,Tier 3,Supermarket Type2,615.1992,15,524.5754757146202
FDT34,9.3,Low Fat,0.175336471,Snack Foods,107.0964,OUT017,2007,Small,Tier 2,Supermarket Type1,1472.7496,17,610.4568758681883
FDZ26,13.42606890459364,Regular,0.143319995,Dairy,237.5222,OUT027,1985,Medium,Tier 3,Supermarket Type3,7170.666,39,1656.1303045645764
NCM43,14.5,Low Fat,0.01950565,Others,163.921,OUT049,1999,Medium,Tier 1,Supermarket Type1,2446.815,25,8360.906167354819
DRK35,8.365,Low Fat,0.071846495,Hard Drinks,37.9506,OUT046,1997,Small,Tier 1,Supermarket Type1,569.259,27,527.4836529562698
FDO20,12.85,Regular,0.0,Fruits and Vegetables,252.3382,OUT046,1997,Small,Tier 1,Supermarket Type1,4794.4258,27,2523382.0
FDO22,13.5,Regular,0.017887238,Snack Foods,79.496,OUT049,1999,Medium,Tier 1,Supermarket Type1,1438.128,25,4419.577925193406
FDM46,7.365,Low Fat,0.159967845,Snack Foods,94.712,OUT046,1997,Small,Tier 1,Supermarket Type1,1304.968,27,591.6991010905408
FDO01,21.1,Regular,0.020718655,Breakfast,130.4994,OUT046,1997,Small,Tier 1,Supermarket Type1,2184.4898,27,6268.387655206353
NCX05,13.14231395348837,Low Fat,0.096592065,Health and Hygiene,117.4492,OUT027,1985,Medium,Tier 3,Supermarket Type3,1621.8888,39,1214.6725793890118
FDI46,9.5,Low Fat,0.074460855,Snack Foods,253.6724,OUT049,1999,Medium,Tier 1,Supermarket Type1,5033.448,25,3402.219569504668
FDD11,12.85,Low Fat,0.030789914,Starchy Foods,254.904,OUT017,2007,Small,Tier 2,Supermarket Type1,3036.048,17,8252.01390978298
FDA32,14.0,Low Fat,0.030216783,Fruits and Vegetables,216.6192,OUT018,2009,Medium,Tier 3,Supermarket Type2,3020.0688,15,7145.190833737208
FDW32,18.35,Regular,0.094279004,Fruits and Vegetables,86.3882,OUT035,2004,Small,Tier 2,Supermarket Type1,1545.9876,20,915.3328212702901
FDX22,12.987879554655873,Regular,0.04022593,Snack Foods,210.9928,OUT019,1985,Small,Tier 1,Grocery Store,210.3928,39,5232.186833632851
FDQ47,7.155,Regular,0.168527463,Breads,33.6874,OUT045,2002,Small,Tier 2,Supermarket Type1,1023.3346,22,199.77410203935762
FDT07,5.82,Regular,0.077304459,Fruits and Vegetables,257.633,OUT035,2004,Small,Tier 2,Supermarket Type1,4613.994,20,3328.3999827451794
NCQ43,17.75,Low Fat,0.0,Others,108.6912,OUT018,2009,Medium,Tier 3,Supermarket Type2,1201.1032,15,1086912.0
FDW07,18.0,Regular,0.142570104,Fruits and Vegetables,88.2514,OUT013,1987,High,Tier 3,Supermarket Type1,1505.3738,37,618.5696759567793
FDE35,7.06,Regular,0.043968652,Starchy Foods,57.6904,OUT049,1999,Medium,Tier 1,Supermarket Type1,585.904,25,1309.1028969980746
FDC04,15.6,Low Fat,0.045076878,Dairy,241.3854,OUT045,2002,Small,Tier 2,Supermarket Type1,2900.2248,22,5343.11822078542
NCW53,13.14231395348837,Low Fat,0.030347404,Health and Hygiene,192.5162,OUT027,1985,Medium,Tier 3,Supermarket Type3,3078.6592,39,6322.9101568068
NCG07,12.3,Low Fat,0.052492122,Household,191.053,OUT035,2004,Small,Tier 2,Supermarket Type1,3415.554,20,3632.7303925861743
FDQ03,15.0,Regular,0.077999504,Meat,238.0248,OUT035,2004,Small,Tier 2,Supermarket Type1,1896.1984,20,3047.7120571726036
FDV46,18.2,Low Fat,0.012597384,Snack Foods,141.218,OUT013,1987,High,Tier 3,Supermarket Type1,2936.178,37,11121.818478514944
NCM26,20.5,Low Fat,0.023179181,Others,154.034,OUT049,1999,Medium,Tier 1,Supermarket Type1,2450.144,25,6616.8135382426035
DRA59,8.27,Regular,0.128126825,Soft Drinks,183.6924,OUT049,1999,Medium,Tier 1,Supermarket Type1,1295.6468,25,1432.5582809993152
FDW13,12.305705009276435,Low Fat,0.097410707,Canned,52.7324,OUT027,1985,Medium,Tier 3,Supermarket Type3,2492.7552,39,540.7857416109186
DRF27,8.93,Low Fat,0.028417272,Dairy,154.534,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.278,27,5418.9615332069625
FDT12,6.215,Regular,0.049902382,Baking Goods,225.8062,OUT017,2007,Small,Tier 2,Supermarket Type1,3159.8868,17,4515.908862101809
FDD40,20.25,Regular,0.014823358,Dairy,190.7162,OUT045,2002,Small,Tier 2,Supermarket Type1,1154.4972,22,12779.710839879335
FDN25,7.895,Regular,0.061424738,Breakfast,57.7588,OUT018,2009,Medium,Tier 3,Supermarket Type2,1145.176,15,938.7898571790748
FDE33,19.35,Regular,0.049594299,Fruits and Vegetables,77.0644,OUT013,1987,High,Tier 3,Supermarket Type1,2278.3676,37,1550.7694353430763
NCL29,9.695,Low Fat,0.113939434,Health and Hygiene,160.2604,OUT046,1997,Small,Tier 1,Supermarket Type1,1901.5248,27,1405.3068695518077
NCO30,13.384736495388667,Low Fat,0.027532258,Household,185.0608,OUT019,1985,Small,Tier 1,Grocery Store,551.2824,39,6697.273889090063
FDB16,8.21,Low Fat,0.045016894,Dairy,87.6198,OUT045,2002,Small,Tier 2,Supermarket Type1,1133.8574,22,1942.0618804122462
FDF16,7.3,Low Fat,0.086307051,Frozen Foods,146.8076,OUT045,2002,Small,Tier 2,Supermarket Type1,1330.2684,22,1699.0233817839705
FDL02,20.0,Regular,0.104083376,Canned,107.4622,OUT046,1997,Small,Tier 1,Supermarket Type1,3705.177,27,1031.4716620432803
FDO13,7.865,Low Fat,0.061154604,Breakfast,165.3526,OUT049,1999,Medium,Tier 1,Supermarket Type1,1151.1682,25,2699.431376619462
DRG27,13.42606890459364,Low Fat,0.184035253,Dairy,42.2138,OUT019,1985,Small,Tier 1,Grocery Store,40.6138,39,229.25430797328093
FDX31,20.35,Regular,0.024815024,Fruits and Vegetables,234.0958,OUT010,1998,Small,Tier 3,Grocery Store,467.3916,26,9395.7685932793
FDX11,16.0,Regular,0.106918052,Baking Goods,183.5634,OUT049,1999,Medium,Tier 1,Supermarket Type1,4725.8484,25,1715.2564130021726
NCW41,18.0,Low Fat,0.0,Health and Hygiene,158.0604,OUT049,1999,Medium,Tier 1,Supermarket Type1,3327.6684,25,1580603.9999999998
FDI52,18.7,Low Fat,0.105104552,Frozen Foods,121.7072,OUT018,2009,Medium,Tier 3,Supermarket Type2,1347.5792,15,1156.862490132556
FDN08,13.224769381746812,Regular,0.087936752,Fruits and Vegetables,115.9466,OUT027,1985,Medium,Tier 3,Supermarket Type3,4124.631,39,1317.0249624838498
DRD15,10.6,Low Fat,0.056795923,Dairy,232.8642,OUT046,1997,Small,Tier 1,Supermarket Type1,3485.463,27,4092.809954062965
DRF01,5.655,Low Fat,0.176070535,Soft Drinks,144.0102,OUT017,2007,Small,Tier 2,Supermarket Type1,1749.7224,17,817.4477076998148
DRH15,13.42606890459364,Low Fat,0.19244045,Dairy,43.9428,OUT019,1985,Small,Tier 1,Grocery Store,131.8284,39,228.2263285455082
FDX59,10.195,Low Fat,0.051871718,Breads,35.3558,OUT018,2009,Medium,Tier 3,Supermarket Type2,237.6906,15,680.2892296152304
FDO37,8.06,Low Fat,0.035780177,Breakfast,230.2326,OUT010,1998,Small,Tier 3,Grocery Store,693.0978,26,6416.707476108603
FDY56,16.35,Regular,0.104463896,Fruits and Vegetables,227.1062,OUT010,1998,Small,Tier 3,Grocery Store,225.7062,26,2171.9370517716748
FDR31,6.46,Regular,0.049162885,Fruits and Vegetables,146.9102,OUT046,1997,Small,Tier 1,Supermarket Type1,1895.5326,27,2982.1680155354275
NCH54,13.5,Low Fat,0.072655379,Household,157.792,OUT035,2004,Small,Tier 2,Supermarket Type1,3994.8,20,2168.801842129088
NCW06,16.2,Low Fat,0.050442528,Household,190.8162,OUT045,2002,Small,Tier 2,Supermarket Type1,2693.8268,22,3775.3592380658124
NCC18,19.1,Low Fat,0.177992139,Household,173.1422,OUT018,2009,Medium,Tier 3,Supermarket Type2,2931.5174,15,972.2057412090492
DRJ23,11.400327868852456,Low Fat,0.0,Hard Drinks,188.1872,OUT027,1985,Medium,Tier 3,Supermarket Type3,3214.4824,39,1881871.9999999998
FDO16,5.48,Low Fat,0.015131684,Frozen Foods,83.025,OUT049,1999,Medium,Tier 1,Supermarket Type1,1414.825,25,5450.80898474522
FDB08,6.055,Low Fat,0.031151714,Fruits and Vegetables,158.7578,OUT049,1999,Medium,Tier 1,Supermarket Type1,2085.9514,25,5079.970973752032
NCZ53,9.6,Low Fat,0.024456797,Health and Hygiene,186.6214,OUT013,1987,High,Tier 3,Supermarket Type1,3203.1638,37,7599.582307089968
DRJ01,6.135,Low Fat,0.192540665,Soft Drinks,160.2236,OUT010,1998,Small,Tier 3,Grocery Store,322.2472,26,831.7226272033478
DRE48,8.43,Low Fat,0.01732573,Soft Drinks,197.9768,OUT046,1997,Small,Tier 1,Supermarket Type1,1182.4608,27,11361.176834485555
DRA59,8.27,Regular,0.127821472,Soft Drinks,185.9924,OUT013,1987,High,Tier 3,Supermarket Type1,555.2772,37,1453.957628004781
FDS27,10.195,Regular,0.012477512,Meat,197.111,OUT049,1999,Medium,Tier 1,Supermarket Type1,785.644,25,15671.700412609425
NCW29,14.0,Low Fat,0.028980533,Health and Hygiene,129.531,OUT018,2009,Medium,Tier 3,Supermarket Type2,2077.296,15,4454.21684671323
DRN35,8.01,Low Fat,0.070356805,Hard Drinks,36.8532,OUT049,1999,Medium,Tier 1,Supermarket Type1,755.0172,25,523.0609023500285
FDB09,16.25,Low Fat,0.057396092,Fruits and Vegetables,125.8046,OUT046,1997,Small,Tier 1,Supermarket Type1,747.0276,27,2188.0547985765706
FDV59,13.35,Low Fat,0.048017962,Breads,219.6166,OUT035,2004,Small,Tier 2,Supermarket Type1,3483.4656,20,4564.129295417791
FDD26,12.305705009276435,Regular,0.071806046,Canned,186.5924,OUT027,1985,Medium,Tier 3,Supermarket Type3,5182.5872,39,2594.9473010934294
FDV55,17.75,Low Fat,0.05507343,Fruits and Vegetables,145.1444,OUT046,1997,Small,Tier 1,Supermarket Type1,1886.8772,27,2630.6937959086463
FDH48,13.5,Low Fat,0.0,Baking Goods,88.054,OUT013,1987,High,Tier 3,Supermarket Type1,1211.756,37,880540.0
FDM51,11.8,Regular,0.0,Meat,102.4674,OUT010,1998,Small,Tier 3,Grocery Store,203.7348,26,1024673.9999999999
DRG48,5.78,Low Fat,0.014577695,Soft Drinks,147.2102,OUT049,1999,Medium,Tier 1,Supermarket Type1,1895.5326,25,10029.517577521538
FDP49,9.0,Regular,0.0,Breakfast,55.2614,OUT018,2009,Medium,Tier 3,Supermarket Type2,552.614,15,552614.0
FDB03,17.75,Regular,0.156831826,Dairy,241.0538,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.769,27,1536.0415165245067
FDL10,8.395,Low Fat,0.0,Snack Foods,98.7042,OUT013,1987,High,Tier 3,Supermarket Type1,892.8378,37,987042.0
FDJ32,13.224769381746812,Low Fat,0.057512481,Fruits and Vegetables,62.5536,OUT027,1985,Medium,Tier 3,Supermarket Type3,1592.5936,39,1085.7647321246243
FDD11,12.85,Low Fat,0.0,Starchy Foods,253.004,OUT018,2009,Medium,Tier 3,Supermarket Type2,3795.06,15,2530040.0
FDW13,8.5,Low Fat,0.098036903,Canned,51.5324,OUT049,1999,Medium,Tier 1,Supermarket Type1,882.8508,25,525.1072575624279
FDA32,14.0,Low Fat,0.0,Fruits and Vegetables,216.9192,OUT017,2007,Small,Tier 2,Supermarket Type1,6471.576,17,2169192.0
DRQ35,9.3,Low Fat,0.042377219,Hard Drinks,123.7388,OUT045,2002,Small,Tier 2,Supermarket Type1,1609.9044,22,2913.0626465918117
DRI37,15.85,Low Fat,0.107597879,Soft Drinks,58.7904,OUT046,1997,Small,Tier 1,Supermarket Type1,585.904,27,545.8826166855152
FDU38,10.8,Low Fat,0.082549896,Dairy,193.7504,OUT046,1997,Small,Tier 1,Supermarket Type1,4602.0096,27,2344.2304150025793
FDJ07,7.26,Low Fat,0.02414202,Meat,117.415,OUT010,1998,Small,Tier 3,Grocery Store,466.06,26,4843.449514520655
FDT38,18.7,Low Fat,0.057771828,Dairy,85.3566,OUT018,2009,Medium,Tier 3,Supermarket Type2,591.8962,15,1474.9248978276614
FDX02,16.0,Low Fat,0.057292529,Dairy,224.3404,OUT018,2009,Medium,Tier 3,Supermarket Type2,4500.808,15,3908.878105023042
NCN18,8.895,Low Fat,0.124610886,Household,113.1544,OUT013,1987,High,Tier 3,Supermarket Type1,4250.4672,37,907.3337831951574
FDQ13,11.1,Low Fat,0.010663189,Canned,82.3908,OUT045,2002,Small,Tier 2,Supermarket Type1,1342.2528,22,7654.8688311614715
DRP35,18.85,Low Fat,0.091237452,Hard Drinks,128.9336,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278.336,15,1411.6180950613775
DRK47,7.905,Low Fat,0.064325351,Hard Drinks,230.2694,OUT018,2009,Medium,Tier 3,Supermarket Type2,3197.1716,15,3574.204818845302
DRI47,14.7,Low Fat,0.020920179,Hard Drinks,143.8128,OUT046,1997,Small,Tier 1,Supermarket Type1,3020.0688,27,6841.654393142894
FDK20,12.6,Regular,0.041641933,Fruits and Vegetables,121.1072,OUT045,2002,Small,Tier 2,Supermarket Type1,980.0576,22,2901.3318573435495
FDC34,16.0,Regular,0.173462841,Snack Foods,157.6972,OUT018,2009,Medium,Tier 3,Supermarket Type2,2960.1468,15,908.5884921646334
FDI15,13.42606890459364,Low Fat,0.24749009,Dairy,263.1884,OUT019,1985,Small,Tier 1,Grocery Store,529.9768,39,1063.0005425499867
FDG05,12.867061281337046,Regular,0.087421738,Frozen Foods,154.463,OUT027,1985,Medium,Tier 3,Supermarket Type3,2972.797,39,1764.8529785823036
FDK34,13.35,Low Fat,0.038744606,Snack Foods,239.3564,OUT017,2007,Small,Tier 2,Supermarket Type1,3098.6332,17,6161.895425068798
FDX50,20.1,Low Fat,0.124910635,Dairy,109.6228,OUT010,1998,Small,Tier 3,Grocery Store,110.5228,26,876.9077926849983
FDP56,8.185,Low Fat,0.046673494,Fruits and Vegetables,48.4692,OUT018,2009,Medium,Tier 3,Supermarket Type2,591.2304,15,1036.2535670309342
NCX54,9.195,Low Fat,0.048134591,Household,107.7622,OUT049,1999,Medium,Tier 1,Supermarket Type1,529.311,25,2234.1269567311147
FDI20,19.1,Low Fat,0.038720852,Fruits and Vegetables,210.8586,OUT018,2009,Medium,Tier 3,Supermarket Type2,6331.758,15,5431.580945209548
FDH33,12.85,Low Fat,0.12241394,Snack Foods,42.9428,OUT017,2007,Small,Tier 2,Supermarket Type1,703.0848,17,350.5135823727488
NCO29,11.15,Low Fat,0.032321608,Health and Hygiene,165.6526,OUT045,2002,Small,Tier 2,Supermarket Type1,1315.6208,22,5109.327088280136
FDK22,9.8,Low Fat,0.026139404,Snack Foods,216.785,OUT045,2002,Small,Tier 2,Supermarket Type1,1947.465,22,8261.81112955157
DRO47,10.195,Low Fat,0.0,Hard Drinks,114.086,OUT046,1997,Small,Tier 1,Supermarket Type1,1810.976,27,1140860.0
FDT19,13.224769381746812,Regular,0.144338493,Fruits and Vegetables,172.108,OUT027,1985,Medium,Tier 3,Supermarket Type3,4327.7,39,1191.5660183466466
FDY25,12.0,Low Fat,0.034166609,Canned,181.2976,OUT017,2007,Small,Tier 2,Supermarket Type1,5070.7328,17,5290.794895987518
FDS44,13.224769381746812,Regular,0.27321283,Fruits and Vegetables,240.9538,OUT019,1985,Small,Tier 1,Grocery Store,480.7076,39,881.6044237659827
FDJ21,16.7,Regular,0.03858813,Snack Foods,144.6102,OUT049,1999,Medium,Tier 1,Supermarket Type1,3353.6346,25,3737.8441397917136
FDO40,17.1,Low Fat,0.032628111,Frozen Foods,148.7392,OUT046,1997,Small,Tier 1,Supermarket Type1,1640.5312,27,4544.69248164063
FDL36,12.277108208955225,Low Fat,0.133198355,Baking Goods,91.083,OUT019,1985,Small,Tier 1,Grocery Store,89.883,39,683.3017556743293
FDJ21,16.7,Regular,0.038528228,Snack Foods,143.9102,OUT046,1997,Small,Tier 1,Supermarket Type1,1749.7224,27,3725.519068594086
FDD05,19.35,Low Fat,0.016705436,Frozen Foods,120.8098,OUT017,2007,Small,Tier 2,Supermarket Type1,3374.2744,17,7188.733455055852
FDS10,19.2,Low Fat,0.058893461,Snack Foods,178.9318,OUT010,1998,Small,Tier 3,Grocery Store,180.4318,26,3033.0785305171366
FDG14,12.305705009276435,Regular,0.050256161,Canned,150.9024,OUT027,1985,Medium,Tier 3,Supermarket Type3,4857.6768,39,2996.7018335651123
FDN57,18.25,Low Fat,0.054234197,Snack Foods,142.0154,OUT046,1997,Small,Tier 1,Supermarket Type1,2269.0464,27,2613.738820875553
FDS47,16.75,Low Fat,0.12961476,Breads,86.1856,OUT017,2007,Small,Tier 2,Supermarket Type1,1406.1696,17,664.4240023263351
FDO40,17.1,Low Fat,0.054612768,Frozen Foods,150.2392,OUT010,1998,Small,Tier 3,Grocery Store,596.5568,26,2745.9623318637437
FDM50,13.0,Regular,0.030150193,Canned,61.422,OUT045,2002,Small,Tier 2,Supermarket Type1,539.298,22,2030.4663841318302
FDF44,7.17,Regular,0.059849153,Fruits and Vegetables,129.4968,OUT045,2002,Small,Tier 2,Supermarket Type1,3392.9168,22,2160.110585715865
FDS21,19.85,Regular,0.034942397,Snack Foods,61.9194,OUT010,1998,Small,Tier 3,Grocery Store,123.8388,26,1766.9852892768722
NCJ06,13.384736495388667,Low Fat,0.060672263,Household,119.8782,OUT019,1985,Small,Tier 1,Grocery Store,238.3564,39,1972.5808137176002
FDX49,4.615,Regular,0.102038294,Canned,231.93,OUT045,2002,Small,Tier 2,Supermarket Type1,2563.33,22,2270.744800182388
FDU33,7.63,Regular,0.135258515,Snack Foods,47.2402,OUT018,2009,Medium,Tier 3,Supermarket Type2,918.804,15,349.00057820522045
NCN06,8.39,Low Fat,0.120396991,Household,163.4868,OUT013,1987,High,Tier 3,Supermarket Type1,4586.0304,37,1356.770809322533
NCN53,5.175,Low Fat,0.030527166,Health and Hygiene,33.5874,OUT017,2007,Small,Tier 2,Supermarket Type1,635.1732,17,1096.6538660482006
NCE30,16.0,Low Fat,0.099053537,Household,212.6902,OUT013,1987,High,Tier 3,Supermarket Type1,637.1706,37,2145.059131879481
FDN21,12.987879554655873,Low Fat,0.134564284,Snack Foods,159.8236,OUT019,1985,Small,Tier 1,Grocery Store,322.2472,39,1186.8299095549344
FDB52,13.42606890459364,Low Fat,0.030288215,Dairy,256.7672,OUT027,1985,Medium,Tier 3,Supermarket Type3,4346.3424,39,8449.565069879885
FDA26,13.42606890459364,Regular,0.073562475,Dairy,217.6482,OUT027,1985,Medium,Tier 3,Supermarket Type3,3285.723,39,2954.6685744675287
FDD23,9.5,Regular,0.048883854,Starchy Foods,185.7898,OUT018,2009,Medium,Tier 3,Supermarket Type2,2619.2572,15,3792.8783635522027
FDH57,10.895,Low Fat,0.035893143,Fruits and Vegetables,131.3284,OUT018,2009,Medium,Tier 3,Supermarket Type2,1318.284,15,3648.7060882679784
FDO15,12.81734421364985,Regular,0.014998914,Meat,72.4038,OUT019,1985,Small,Tier 1,Grocery Store,221.7114,39,4795.298522794421
FDY49,17.2,Regular,0.012012071,Canned,163.1184,OUT046,1997,Small,Tier 1,Supermarket Type1,4623.3152,27,13467.424357073207
FDP20,19.85,Low Fat,0.045855273,Fruits and Vegetables,127.102,OUT018,2009,Medium,Tier 3,Supermarket Type2,1771.028,15,2765.7761928647446
DRG11,6.385,Low Fat,0.14032811,Hard Drinks,109.1596,OUT010,1998,Small,Tier 3,Grocery Store,107.8596,26,777.3343955138326
DRJ59,11.65,Low Fat,0.019402371,Hard Drinks,38.7164,OUT049,1999,Medium,Tier 1,Supermarket Type1,579.246,25,1985.215028470128
FDP34,12.85,Low Fat,0.0,Snack Foods,155.463,OUT035,2004,Small,Tier 2,Supermarket Type1,4068.038,20,1554629.9999999998
FDY04,17.7,Regular,0.042716709,Frozen Foods,163.221,OUT017,2007,Small,Tier 2,Supermarket Type1,1794.331,17,3812.086538458619
FDV11,9.1,Regular,0.081794766,Breads,173.6054,OUT049,1999,Medium,Tier 1,Supermarket Type1,700.4216,25,2119.8595280191653
FDG20,15.5,Regular,0.125942816,Fruits and Vegetables,176.0028,OUT045,2002,Small,Tier 2,Supermarket Type1,1239.7196,22,1396.3731181632756
NCH55,16.35,Low Fat,0.0,Household,127.902,OUT017,2007,Small,Tier 2,Supermarket Type1,2150.534,17,1279020.0
FDV34,10.695,Regular,0.011472001,Snack Foods,75.2038,OUT018,2009,Medium,Tier 3,Supermarket Type2,517.3266,15,6498.77233850913
